order_item_id,order_id,product_id,quantity,discount
227,85,93,3,0.29
228,85,90,1,0.1
229,85,95,5,0.03
230,85,100,2,0.01
231,86,62,5,0.26
232,86,5,3,0.05
233,86,88,4,0.02
234,86,81,1,0.29
235,87,28,2,0.23
236,87,21,5,0.15
237,88,84,5,0.28
238,88,44,4,0.24
239,88,44,3,0.11
240,88,56,1,0.27
241,88,100,4,0.07
242,89,78,1,0.29
243,89,73,4,0.03
244,89,2,2,0.23
245,89,40,5,0.26
246,89,12,4,0.03
247,90,22,3,0.05
248,90,36,5,0.11
249,90,12,1,0.05
250,91,34,4,0.29
251,91,98,4,0.2
252,91,18,1,0.29
253,91,63,1,0.11
254,92,52,4,0.26
255,92,88,2,0.13
256,92,66,5,0.29
257,93,11,4,0.15
258,93,34,1,0.19
259,93,83,1,0.22
260,94,90,5,0
261,94,14,3,0.11
262,95,52,1,0.07
263,95,60,1,0.1
264,95,60,5,0.27
265,95,60,1,0.03
266,95,94,1,0.28
267,96,99,4,0.06
268,96,43,1,0.1
269,96,78,4,0.06
270,96,95,4,0.03
271,97,5,5,0.05
272,97,61,2,0.19
273,97,41,5,0.01
274,97,77,4,0.02
275,98,56,4,0.06
276,98,28,1,0.29
277,98,88,4,0.08
278,99,11,2,0.02
279,99,52,1,0.09
280,100,54,5,0.06
281,100,34,2,0.25
282,100,12,4,0.1
283,100,97,3,0.05
284,101,54,4,0.14
285,101,89,2,0.29
286,101,56,3,0.27
287,102,50,1,0.17
288,102,77,2,0.02
289,102,86,5,0.18
290,102,42,3,0
291,102,59,2,0.15
292,103,15,4,0.08
293,103,93,1,0.3
294,103,17,4,0.19
295,104,13,1,0.07
296,104,25,4,0.21
297,104,100,2,0.18
298,104,28,3,0.06
299,104,25,5,0.29
300,105,47,1,0.09
301,105,40,5,0.25
302,105,16,4,0.19
303,106,53,4,0.11
304,106,70,4,0.16
305,106,98,3,0.03
306,106,23,4,0.13
307,107,71,5,0.05
308,107,56,4,0.09
309,108,82,3,0.21
310,108,13,1,0.24
311,108,14,1,0.19
312,108,79,4,0.03
313,109,70,1,0.19
314,109,65,5,0.24
315,109,86,3,0.26
316,109,28,2,0.23
317,109,71,4,0.03
318,110,16,3,0.29
319,110,60,4,0.27
320,110,83,4,0
321,110,48,2,0.15
322,111,85,3,0.09
323,111,54,2,0
324,111,54,1,0
325,112,48,5,0.25
326,112,77,3,0.1
327,113,56,2,0.17
328,113,51,2,0.18
329,113,51,1,0.24
330,113,74,4,0.04
331,113,82,4,0.29
332,114,52,3,0.16
333,114,56,2,0.03
334,115,65,1,0.19
335,115,51,3,0.25
336,116,42,2,0.03
337,116,4,4,0
338,117,20,1,0.19
339,117,70,1,0.17
340,117,4,2,0.3
341,117,82,3,0.06
342,117,84,2,0.09
343,118,32,4,0.23
344,118,85,1,0.08
345,118,19,1,0.19
346,118,75,1,0.03
347,118,77,1,0.03
348,119,34,2,0.03
349,119,64,3,0.27
350,119,27,4,0.03
351,120,53,1,0.15
352,121,27,4,0.11
353,122,82,4,0.24
354,122,24,3,0
355,122,23,5,0.19
356,123,16,3,0.3
357,124,79,5,0.16
358,124,21,5,0.22
359,124,16,2,0.18
360,124,69,1,0.16
361,125,28,3,0.03
362,125,28,1,0.1
363,126,11,2,0.08
364,126,62,2,0.29
365,127,91,5,0.2
366,127,60,4,0.13
367,127,52,2,0.08
368,128,88,3,0.29
369,128,14,5,0.24
370,129,40,2,0.24
371,129,93,4,0.13
372,129,58,4,0.18
373,129,35,3,0.19
374,129,78,4,0.13
375,130,46,3,0.27
376,130,9,4,0.05
377,130,5,5,0.08
378,130,53,3,0.18
379,130,83,5,0.11
380,131,15,2,0.24
381,132,24,3,0.07
382,132,28,3,0.11
383,132,100,3,0.04
384,132,41,1,0.22
385,133,60,5,0.24
386,133,30,5,0.02
387,134,78,2,0.16
388,134,14,5,0.08
389,134,78,1,0.17
390,135,88,4,0.1
391,135,41,2,0.06
392,135,64,4,0.01
393,135,36,4,0.04
394,136,22,5,0.1
395,136,50,2,0.17
396,136,37,1,0.19
397,136,74,1,0.27
398,137,17,4,0.01
399,137,69,5,0.01
400,137,83,1,0.02
401,138,54,3,0.08
402,139,52,1,0.17
403,139,41,4,0.18
404,139,51,3,0.21
405,140,64,1,0.25
406,140,80,1,0.01
407,140,7,1,0.04
408,140,42,4,0.07
409,141,25,3,0.24
410,142,1,1,0.08
411,142,6,1,0.01
412,142,39,1,0.08
413,142,89,5,0.24
414,142,49,3,0.21
415,143,75,4,0.04
416,143,41,2,0.23
417,144,82,4,0.2
418,144,67,5,0.07
419,144,62,4,0.29
420,144,42,4,0.07
421,145,99,3,0.21
422,145,46,5,0.25
423,145,32,2,0.21
424,146,64,1,0.06
425,147,60,4,0.06
426,147,14,3,0.06
427,148,98,5,0.15
428,148,41,3,0.21
429,148,84,2,0.25
430,148,14,2,0.07
431,148,47,4,0.29
432,149,66,2,0.23
433,149,25,1,0.08
434,149,22,3,0.29
435,149,74,1,0.04
436,149,14,1,0.07
437,150,24,3,0.01
438,150,85,5,0.14
439,150,34,1,0.28
440,150,11,3,0.13
441,151,51,5,0.13
442,151,43,1,0.13
443,152,13,1,0.19
444,152,94,4,0.06
445,152,25,4,0.05
446,153,68,5,0.15
447,153,56,1,0.2
448,153,83,2,0.29
449,154,15,1,0.27
450,154,74,3,0.07
451,155,13,3,0.07
452,155,80,4,0.12
453,155,13,2,0.22
454,155,89,3,0.15
455,155,22,2,0.1
456,156,91,5,0.09
457,156,1,1,0.06
458,156,90,5,0.14
459,157,89,2,0.05
460,157,88,1,0.05
461,157,43,4,0.04
462,158,86,4,0.13
463,159,23,3,0.26
464,160,87,1,0.18
465,160,61,5,0
466,161,61,1,0.01
467,161,3,5,0.2
468,162,30,5,0.15
469,162,97,2,0.23
470,162,13,3,0.24
471,163,58,4,0.22
472,163,70,3,0.2
473,163,33,3,0.14
474,164,39,3,0.27
475,164,100,5,0.15
476,164,35,5,0.22
477,165,19,4,0.26
478,166,46,4,0.01
479,166,74,4,0.11
480,167,25,4,0.19
481,168,81,5,0.27
482,168,58,5,0.05
483,168,87,3,0.27
484,169,76,4,0.28
485,169,36,3,0.06
486,169,75,5,0.21
487,169,79,1,0.13
488,170,73,3,0.09
489,170,2,4,0.28
490,170,19,4,0.2
491,170,67,3,0.19
492,171,39,4,0.09
493,171,38,1,0.14
494,172,37,5,0.04
495,172,63,3,0
496,173,85,1,0.01
497,173,18,3,0.26
498,173,65,5,0.05
499,174,92,3,0.04
500,175,56,5,0.28
501,175,38,2,0.01
502,176,32,4,0.13
503,176,13,3,0.28
504,176,77,3,0.05
505,177,87,3,0.24
506,177,18,2,0.08
507,177,54,5,0.06
508,177,40,1,0.09
509,178,70,2,0.11
510,178,56,1,0.04
511,178,57,3,0.15
512,178,88,3,0.14
513,179,60,4,0.29
514,179,60,1,0.27
515,179,4,4,0.03
516,179,18,5,0.27
517,180,75,5,0.11
518,180,80,5,0.27
519,181,7,4,0.04
520,181,86,1,0.14
521,181,98,5,0.14
522,182,11,1,0.08
523,183,43,5,0.03
524,184,73,4,0.21
525,184,8,1,0.22
526,184,87,5,0.22
527,185,90,2,0.15
528,186,95,4,0.04
529,186,87,2,0.09
530,186,40,1,0.24
531,186,80,2,0.03
532,186,1,2,0.18
533,187,67,1,0.07
534,188,61,1,0.25
535,189,51,1,0.28
536,189,39,4,0.15
537,189,24,2,0.25
538,189,70,3,0.25
539,190,85,5,0.04
540,190,19,1,0.06
541,190,96,2,0.05
542,190,95,5,0.06
543,191,38,3,0.2
544,191,76,4,0.11
545,191,36,4,0.12
546,191,14,4,0.13
547,192,19,1,0.09
548,192,16,5,0.12
549,192,75,3,0.01
550,192,84,5,0.13
551,193,18,4,0.26
552,193,59,3,0
553,193,21,3,0.15
554,194,27,3,0.27
555,194,68,4,0.15
556,194,23,2,0.11
557,194,93,5,0.1
558,194,92,2,0.08
559,195,51,1,0.27
560,195,83,4,0.11
561,195,61,5,0.2
562,196,91,5,0.23
563,196,68,3,0.04
564,196,42,5,0.29
565,196,45,5,0.19
566,196,52,1,0.01
567,197,30,1,0.2
568,197,64,4,0.1
569,198,99,2,0.03
570,198,23,4,0.23
571,199,9,1,0.18
572,199,15,1,0.25
573,199,10,4,0.23
574,199,78,1,0.28
575,200,14,4,0.11
576,200,82,5,0.17
577,200,26,3,0.15
578,201,29,2,0.22
579,201,56,5,0.24
580,201,25,1,0.17
581,202,27,1,0.24
582,203,47,4,0.17
583,204,44,2,0.2
584,205,64,2,0.25
585,205,74,4,0.15
586,205,46,5,0.27
587,205,18,1,0.13
588,205,81,4,0.26
589,206,11,2,0.23
590,206,39,1,0.04
591,206,30,1,0.18
592,206,43,1,0.07
593,206,38,3,0.12
594,207,9,2,0.29
595,207,10,5,0.17
596,207,67,5,0.15
597,208,80,1,0.16
598,208,15,5,0.14
599,208,34,1,0.01
600,208,54,3,0.06
601,209,18,2,0.16
602,210,97,1,0.07
603,210,10,5,0.27
604,210,90,1,0.1
605,211,54,5,0.22
606,212,71,4,0.28
607,213,93,1,0.03
608,213,64,5,0.07
609,213,45,4,0.14
610,214,3,1,0.01
611,214,26,5,0.18
612,215,88,1,0.17
613,215,7,4,0.23
614,215,90,2,0.13
615,215,55,5,0.04
616,216,16,5,0.29
617,216,48,3,0.06
618,216,56,1,0.07
619,216,12,5,0
620,217,96,5,0.17
621,217,2,2,0.24
622,217,10,1,0.04
623,217,24,3,0.01
624,218,78,2,0.3
625,218,17,5,0.12
626,218,85,1,0.2
627,219,33,5,0.06
628,220,29,4,0.21
629,220,47,5,0.09
630,220,84,2,0.16
631,221,41,5,0.15
632,221,7,3,0.27
633,221,91,5,0.15
634,222,27,2,0.25
635,223,30,3,0.22
636,223,27,1,0.11
637,223,19,1,0.29
638,223,90,4,0.19
639,223,59,1,0.01
640,224,35,3,0.18
641,225,11,1,0.08
642,225,79,4,0.15
643,225,49,4,0.13
644,226,27,4,0.06
645,226,56,5,0.02
646,227,5,5,0.23
647,227,4,5,0.23
648,227,44,3,0.24
649,228,28,1,0.1
650,228,80,4,0.26
651,228,94,1,0.24
652,228,71,4,0.29
653,228,87,3,0.26
654,229,60,4,0.17
655,229,73,5,0.08
656,229,49,4,0.22
657,229,31,2,0.27
658,229,36,3,0.03
659,230,99,5,0.09
660,230,74,4,0.01
661,231,47,3,0.2
662,231,84,5,0
663,231,40,5,0.2
664,232,23,4,0.14
665,232,57,1,0.14
666,232,46,4,0.19
667,233,28,4,0.02
668,233,11,3,0.27
669,233,71,3,0.29
670,233,57,2,0.08
671,233,36,3,0.26
672,234,30,2,0.04
673,234,80,1,0.07
674,235,24,5,0.26
675,236,41,1,0.17
676,236,30,1,0.29
677,236,34,3,0
678,236,46,5,0.22
679,236,77,2,0.1
680,237,65,4,0.03
681,238,31,2,0.1
682,239,88,4,0.02
683,239,55,3,0.04
684,239,42,5,0.24
685,240,53,3,0.14
686,240,38,5,0.01
687,240,48,1,0.09
688,241,76,1,0.03
689,241,28,3,0.15
690,242,75,3,0.28
691,242,49,5,0.01
692,242,93,2,0.11
693,242,84,1,0.29
694,242,29,5,0.15
695,243,81,5,0.22
696,243,69,1,0.25
697,243,68,1,0.18
698,243,85,5,0.16
699,243,41,3,0.06
700,244,38,2,0.1
701,244,99,3,0.07
702,244,41,1,0.21
703,244,57,4,0.11
704,244,46,5,0.15
705,245,84,4,0.18
706,245,58,4,0.07
707,245,17,5,0.07
708,246,87,5,0.2
709,246,78,3,0.24
710,246,44,3,0.04
711,246,53,4,0.15
712,247,74,4,0.19
713,247,99,2,0.27
714,248,2,2,0.04
715,248,34,5,0.21
716,248,61,1,0.04
717,248,5,4,0.01
718,249,10,2,0.15
719,249,68,4,0.27
720,250,17,4,0.21
721,250,31,3,0.04
722,250,44,5,0.18
723,251,93,1,0.02
724,252,58,4,0.19
725,252,95,4,0.09
726,252,62,2,0.22
727,253,66,1,0.05
728,253,1,5,0.18
729,253,87,4,0.11
730,253,57,2,0.15
731,253,76,3,0.28
732,254,30,3,0.15
733,255,73,5,0.27
734,256,66,4,0.09
735,256,50,3,0.23
736,256,19,1,0.24
737,256,95,2,0.13
738,256,36,5,0.26
739,257,13,3,0.09
740,257,16,3,0.08
741,257,57,2,0.27
742,258,34,5,0.23
743,258,30,3,0.04
744,258,27,5,0.25
745,259,4,5,0.27
746,259,70,5,0.24
747,260,63,1,0.11
748,261,74,4,0.22
749,261,67,2,0.25
750,261,38,1,0.21
751,262,57,4,0.15
752,263,18,3,0.22
753,264,46,1,0.22
754,265,94,1,0.1
755,265,65,3,0.08
756,266,87,1,0.21
757,266,41,1,0.13
758,266,91,5,0.1
759,266,72,1,0.28
760,266,81,1,0.07
761,267,49,2,0.2
762,267,34,4,0.05
763,267,24,4,0.08
764,267,26,1,0.29
765,267,93,2,0
766,268,63,5,0.18
767,269,5,4,0.21
768,269,79,4,0.19
769,270,82,3,0.15
770,270,85,2,0.26
771,271,38,4,0.15
772,271,81,4,0.18
773,272,62,3,0.03
774,272,15,3,0.13
775,272,58,3,0.07
776,272,55,1,0.05
777,272,41,1,0.1
778,273,91,2,0.23
779,273,62,4,0.18
780,273,88,2,0.01
781,273,35,5,0.06
782,274,8,5,0.23
783,274,34,3,0.12
784,274,57,4,0.12
785,274,7,3,0.15
786,275,44,1,0.09
787,275,53,2,0.17
788,276,69,2,0.23
789,276,15,5,0.18
790,277,78,5,0.01
791,277,93,1,0.24
792,278,100,3,0.27
793,279,9,1,0.16
794,279,47,5,0.06
795,279,21,5,0.12
796,279,92,2,0.09
797,279,21,3,0.1
798,280,71,2,0.28
799,280,5,1,0.23
800,281,14,5,0.12
801,281,63,1,0.05
802,281,39,1,0.07
803,281,99,2,0.01
804,281,96,1,0.24
805,282,84,4,0.04
806,282,95,3,0.26
807,282,10,1,0.15
808,282,91,4,0.01
809,283,78,2,0.03
810,283,76,4,0.06
811,283,78,3,0.24
812,283,55,5,0.22
813,283,39,3,0.14
814,284,34,5,0.14
815,285,55,1,0.07
816,285,53,5,0.08
817,285,37,5,0.15
818,286,3,4,0.22
819,286,48,5,0.21
820,286,58,2,0.17
821,286,4,4,0.23
822,287,48,4,0.17
823,287,83,3,0.1
824,287,81,1,0.03
825,287,22,2,0.26
826,288,76,2,0.03
827,288,52,5,0.25
828,288,67,5,0.23
829,288,8,4,0.08
830,289,95,3,0.25
831,289,5,3,0.21
832,289,77,4,0.26
833,290,89,2,0.23
834,290,63,5,0.15
835,290,84,2,0.1
836,291,66,5,0.26
837,291,94,1,0.28
838,291,55,1,0.11
839,291,97,1,0.05
840,292,22,2,0.13
841,293,5,4,0.15
842,294,63,2,0.22
843,294,71,4,0.12
844,294,38,1,0.13
845,294,38,3,0.16
846,294,79,3,0.17
847,295,19,3,0.16
848,295,27,5,0.29
849,296,67,5,0.08
850,296,60,2,0.28
851,296,96,2,0.05
852,297,2,3,0.12
853,297,20,4,0.02
854,297,1,3,0.21
855,297,26,1,0.16
856,298,13,1,0.19
857,298,77,2,0.02
858,298,82,5,0.27
859,299,81,1,0.28
860,299,36,3,0.25
861,299,55,5,0.22
862,300,80,4,0.28
863,300,72,5,0.19
864,300,26,1,0.18
865,301,94,2,0.08
866,302,73,1,0.04
867,302,67,5,0.19
868,302,50,3,0.17
869,303,78,3,0.29
870,303,95,5,0.2
871,303,61,2,0.05
872,303,30,2,0.03
873,303,79,2,0.04
874,304,1,3,0.02
875,304,7,2,0.15
876,304,57,4,0.2
877,304,42,3,0.15
878,305,31,5,0.12
879,306,91,4,0.11
880,306,67,3,0.16
881,306,78,2,0.29
882,306,82,3,0.21
883,307,72,4,0.15
884,307,33,1,0.17
885,307,56,3,0.05
886,307,47,4,0.23
887,308,94,4,0.06
888,308,72,2,0.11
889,308,23,1,0.06
890,309,68,2,0
891,309,40,3,0.03
892,309,48,3,0.15
893,310,78,3,0.01
894,311,83,4,0.12
895,311,90,3,0.08
896,311,8,5,0.25
897,312,78,4,0.15
898,312,61,5,0.24
899,312,5,3,0.01
900,312,92,2,0.21
901,313,17,1,0.13
902,313,16,1,0.13
903,314,41,1,0.26
904,315,25,5,0.22
905,315,43,3,0.27
906,315,22,5,0.22
907,316,67,1,0.28
908,316,52,4,0.25
909,316,86,1,0.02
910,317,19,3,0.03
911,317,57,1,0.08
912,317,26,5,0.12
913,317,82,1,0.09
914,317,72,3,0.04
915,318,73,1,0.17
916,318,60,1,0.03
917,318,12,2,0.22
918,318,24,3,0.18
919,319,99,2,0.24
920,320,82,3,0.14
921,320,93,2,0.09
922,321,96,2,0.09
923,321,49,3,0.05
924,322,73,3,0.12
925,322,25,3,0.27
926,323,38,3,0.21
927,323,34,1,0.15
928,324,47,3,0.23
929,324,67,4,0.25
930,324,88,2,0.01
931,324,75,4,0.05
932,324,73,2,0.3
933,325,45,3,0.06
934,325,90,5,0.17
935,325,96,3,0.03
936,325,99,2,0.08
937,326,34,1,0.28
938,326,67,2,0.14
939,326,60,5,0.1
940,326,73,4,0.2
941,327,42,1,0.19
942,328,21,4,0.14
943,329,83,1,0.06
944,329,46,3,0.05
945,329,70,2,0.23
946,330,79,4,0.18
947,330,89,4,0.22
948,330,61,2,0.08
949,330,48,5,0.1
950,331,39,1,0.29
951,331,30,5,0.03
952,331,55,3,0.29
953,331,52,5,0.01
954,332,22,3,0.27
955,332,90,5,0.06
956,332,73,2,0.04
957,332,43,1,0.29
958,332,40,2,0.24
959,333,51,2,0.14
960,333,85,2,0.06
961,333,23,3,0.09
962,333,24,2,0.26
963,334,12,2,0.05
964,334,72,3,0
965,334,21,3,0.03
966,334,71,4,0.21
967,335,86,4,0.25
968,335,91,2,0.23
969,335,13,4,0.04
970,335,98,2,0.12
971,336,37,4,0.18
972,336,69,1,0.1
973,336,86,5,0.01
974,337,23,2,0.11
975,337,44,5,0.25
976,337,79,5,0.23
977,337,10,2,0.04
978,337,25,1,0.06
979,338,12,3,0.12
980,338,24,4,0.05
981,338,40,4,0.2
982,338,62,1,0.08
983,339,23,2,0.12
984,339,67,1,0.14
985,339,11,3,0.21
986,339,13,4,0.24
987,340,21,3,0.04
988,341,50,4,0
989,341,84,4,0.13
990,341,7,3,0.13
991,341,95,1,0.18
992,341,58,5,0.11
993,342,92,3,0.25
994,342,47,1,0.24
995,342,55,5,0.23
996,342,87,1,0.05
997,343,91,5,0.08
998,343,66,5,0.22
999,343,59,4,0.01
1000,344,6,1,0.26
1001,344,59,3,0.02
1002,344,77,3,0.08
1003,345,87,3,0.23
1004,345,4,5,0.08
1005,345,38,3,0.13
1006,346,42,3,0.19
1007,346,77,1,0.11
1008,346,5,5,0.22
1009,346,32,2,0.03
1010,347,17,2,0.19
1011,348,36,3,0.29
1012,348,89,5,0.07
1013,348,94,5,0.17
1014,348,6,1,0.1
1015,349,19,5,0.29
1016,350,49,5,0.29
1017,351,44,3,0.13
1018,352,24,3,0.22
1019,353,56,1,0.24
1020,354,34,3,0.18
1021,354,70,2,0.21
1022,354,7,3,0.17
1023,354,28,4,0.08
1024,354,89,2,0.08
1025,355,78,4,0.27
1026,356,35,1,0.12
1027,356,3,4,0.2
1028,356,36,3,0.14
1029,357,13,2,0.07
1030,357,91,3,0.07
1031,357,79,3,0.22
1032,358,59,5,0.13
1033,358,77,3,0.16
1034,358,61,5,0
1035,358,44,3,0.1
1036,358,57,2,0.14
1037,359,27,5,0.21
1038,359,87,4,0.08
1039,359,5,5,0.29
1040,359,81,4,0.17
1041,360,11,2,0.22
1042,360,68,3,0.09
1043,360,97,3,0.14
1044,361,4,2,0.19
1045,361,22,5,0.11
1046,361,56,4,0.3
1047,361,3,3,0.17
1048,362,31,4,0.28
1049,362,17,4,0.18
1050,362,16,1,0.12
1051,362,28,1,0.17
1052,363,21,4,0.17
1053,363,46,2,0.13
1054,364,36,3,0.23
1055,364,81,1,0.2
1056,364,88,3,0.15
1057,364,69,4,0.07
1058,364,52,4,0.23
1059,365,58,2,0.28
1060,365,23,4,0.09
1061,365,69,3,0.23
1062,366,88,1,0.12
1063,366,84,4,0.29
1064,367,25,1,0.19
1065,367,18,5,0.19
1066,367,11,5,0.17
1067,367,53,1,0.1
1068,368,22,5,0.19
1069,368,88,1,0.29
1070,369,96,5,0.27
1071,370,71,5,0.26
1072,370,21,4,0.11
1073,370,31,2,0.14
1074,370,92,2,0.1
1075,371,9,1,0.06
1076,371,60,4,0.07
1077,371,78,4,0.3
1078,372,60,5,0.19
1079,372,78,3,0.26
1080,373,32,4,0.22
1081,373,9,1,0.22
1082,374,67,4,0.26
1083,374,10,4,0.29
1084,374,92,5,0.04
1085,374,100,5,0.19
1086,375,92,1,0.13
1087,375,93,1,0.09
1088,375,51,1,0.11
1089,375,92,5,0.19
1090,375,57,4,0.24
1091,376,19,3,0.23
1092,377,97,1,0.22
1093,377,47,4,0.2
1094,377,19,2,0.24
1095,377,27,3,0.03
1096,377,83,1,0.14
1097,378,97,2,0.23
1098,378,44,3,0.21
1099,378,43,4,0.21
1100,378,73,3,0.18
1101,379,19,5,0.09
1102,379,29,3,0.17
1103,380,40,2,0.17
1104,380,40,4,0.21
1105,380,87,3,0.05
1106,381,19,5,0.09
1107,381,50,3,0.19
1108,382,28,5,0.09
1109,383,2,3,0.11
1110,383,66,5,0.12
1111,383,80,2,0.29
1112,383,83,2,0.18
1113,383,65,3,0.16
1114,384,63,2,0.26
1115,384,62,2,0.15
1116,384,49,1,0.2
1117,384,9,3,0.07
1118,385,29,2,0.08
1119,385,100,1,0.19
1120,386,64,4,0.17
1121,386,82,1,0.25
1122,386,68,2,0.22
1123,387,86,1,0.12
1124,387,13,3,0.15
1125,387,35,5,0.29
1126,388,11,1,0.13
1127,388,67,2,0.07
1128,388,95,2,0.21
1129,388,84,2,0.07
1130,388,92,4,0.05
1131,389,35,5,0.08
1132,389,96,2,0.22
1133,389,9,2,0.16
1134,389,8,2,0.07
1135,389,75,5,0.14
1136,390,69,1,0.1
1137,391,26,4,0.03
1138,392,61,2,0.03
1139,393,28,5,0.15
1140,393,73,1,0.17
1141,393,15,4,0.23
1142,393,25,5,0.24
1143,393,79,4,0.3
1144,394,97,4,0.18
1145,394,64,2,0.1
1146,394,62,5,0.09
1147,395,34,5,0.07
1148,395,36,5,0.15
1149,395,81,4,0.03
1150,396,63,1,0.1
1151,396,66,4,0.15
1152,397,9,4,0.2
1153,397,13,4,0.1
1154,398,24,2,0.23
