order_id,customer_id,order_date
199,110,2024-02-18
200,424,2026-01-08
201,139,2026-02-25
202,357,2024-07-10
203,71,2023-08-12
204,316,2024-05-05
205,125,2023-04-14
206,343,2025-12-23
207,116,2024-04-21
208,27,2023-07-25
209,212,2024-11-07
210,368,2025-08-25
211,52,2023-10-09
212,3,2026-02-01
213,476,2023-11-20
214,209,2025-09-01
215,245,2024-02-13
216,388,2024-08-11
217,165,2024-08-07
218,331,2023-05-02
219,465,2023-07-03
220,334,2026-03-21
221,119,2025-12-31
222,379,2023-03-18
223,468,2023-12-25
224,214,2023-12-27
225,479,2023-03-16
226,429,2025-03-24
227,404,2025-10-11
228,96,2024-08-15
229,449,2023-03-18
230,5,2024-09-03
231,291,2023-08-08
232,476,2024-11-17
233,146,2025-07-19
234,329,2026-01-17
235,269,2025-10-08
236,456,2023-10-02
237,436,2025-10-29
238,240,2024-07-12
239,99,2023-08-19
240,170,2023-11-29
241,375,2025-07-28
242,332,2024-06-10
243,368,2024-01-17
244,8,2024-11-21
245,405,2024-08-27
246,291,2024-01-31
247,90,2025-04-10
248,424,2025-05-25
249,264,2024-11-02
250,45,2025-03-31
251,343,2023-07-15
252,95,2023-10-15
253,245,2024-10-24
254,480,2024-05-23
255,4,2024-06-18
256,197,2024-04-27
257,229,2024-06-30
258,489,2024-11-06
259,155,2026-04-07
260,371,2026-03-19
261,6,2024-06-19
262,335,2025-01-06
263,355,2024-04-28
264,32,2023-08-31
265,239,2024-09-20
266,82,2025-04-10
267,352,2025-10-26
268,473,2024-09-28
269,354,2023-08-29
270,328,2024-08-27
271,189,2024-03-28
272,113,2023-10-01
273,245,2023-11-10
274,233,2025-02-04
275,213,2026-01-29
276,468,2025-08-22
277,388,2026-01-05
278,411,2024-03-23
279,391,2024-05-21
280,349,2023-06-17
281,270,2025-07-03
282,271,2025-01-10
283,40,2026-03-01
284,58,2023-05-07
285,425,2026-01-26
286,463,2025-11-01
287,104,2026-03-18
288,275,2023-11-03
289,85,2024-11-02
290,438,2025-12-01
291,227,2023-08-27
292,349,2024-02-25
293,368,2026-04-09
294,251,2023-07-06
295,461,2025-11-11
296,229,2023-04-24
297,233,2023-09-28
298,263,2025-04-30
299,234,2026-02-28
300,30,2026-02-18
301,237,2024-09-23
302,371,2023-02-14
303,203,2024-06-05
304,419,2023-01-07
305,382,2024-03-22
306,297,2023-05-30
307,24,2025-05-17
308,177,2023-05-11
309,278,2023-05-04
310,479,2023-05-22
311,479,2025-08-24
312,17,2024-08-10
313,210,2024-01-04
314,394,2023-10-05
315,393,2025-05-10
316,192,2025-02-22
317,230,2025-02-12
318,193,2023-06-14
319,350,2026-01-09
320,69,2024-12-13
321,61,2024-01-01
322,276,2025-03-15
323,271,2023-09-18
324,373,2024-04-01
325,428,2023-01-08
326,388,2023-02-16
327,153,2025-08-06
328,345,2026-01-20
329,218,2025-12-25
330,195,2024-04-15
331,127,2025-08-01
332,178,2023-11-14
333,142,2024-01-22
334,480,2023-08-20
335,17,2025-05-08
336,315,2023-02-02
337,124,2024-02-27
338,35,2023-07-26
339,305,2023-03-10
340,229,2023-04-10
341,126,2023-04-01
342,206,2025-06-17
343,120,2026-01-10
344,112,2023-04-26
345,72,2025-10-28
346,149,2024-04-24
347,418,2026-03-25
348,164,2026-03-28
349,307,2024-10-18
350,122,2024-09-10
351,449,2023-10-21
352,339,2025-12-03
353,114,2025-04-26
354,154,2024-07-17
355,32,2026-02-14
356,486,2023-12-25
357,321,2025-05-24
358,285,2025-10-12
359,25,2024-12-06
360,483,2025-02-19
361,403,2025-12-10
362,164,2025-05-02
363,210,2023-11-02
364,154,2025-02-09
365,95,2026-01-06
366,243,2024-05-08
367,435,2024-04-06
368,154,2023-10-23
369,413,2025-08-06
370,469,2023-04-29
371,288,2025-04-25
372,496,2025-05-03
373,286,2025-12-21
374,69,2025-03-06
375,125,2024-06-06
376,105,2024-11-07
377,332,2023-06-11
378,473,2025-07-10
379,434,2025-01-29
380,48,2026-01-01
381,371,2024-01-26
382,27,2024-07-03
383,194,2023-03-22
384,448,2023-05-30
385,97,2026-02-18
386,112,2025-09-08
387,107,2024-11-12
388,156,2023-02-01
389,109,2024-01-25
390,493,2023-08-29
391,383,2025-09-07
392,469,2024-05-11
393,357,2024-02-23
394,204,2024-05-05
395,283,2024-10-20
396,398,2024-08-02
397,195,2025-08-12
398,274,2025-01-05
399,158,2024-06-19
400,185,2025-11-16
401,452,2025-10-15
402,239,2023-07-21
403,412,2025-08-19
404,390,2024-10-17
405,469,2024-02-21
406,190,2024-10-02
407,212,2023-04-04
408,289,2024-03-29
409,380,2023-10-26
410,9,2024-06-18
411,284,2026-04-11
412,297,2025-05-05
413,152,2023-11-09
414,101,2024-11-06
415,118,2025-02-16
416,292,2024-05-18
417,256,2026-02-01
418,336,2024-11-22
419,132,2025-09-27
420,495,2025-10-01
421,236,2023-12-11
422,376,2024-12-22
423,87,2023-10-14
424,369,2026-01-24
425,251,2024-01-12
426,470,2026-01-15
427,329,2023-05-01
428,269,2023-03-11
429,430,2023-06-02
430,484,2023-04-10
431,392,2023-01-14
432,212,2023-10-09
433,432,2024-04-18
434,35,2023-11-06
435,5,2024-03-23
436,259,2025-07-22
437,192,2023-05-04
438,317,2025-09-16
439,338,2025-09-26
440,9,2023-01-14
441,273,2026-02-03
442,211,2023-01-25
443,9,2025-12-20
444,370,2024-07-16
445,275,2024-08-10
446,9,2025-10-25
447,417,2025-05-31
448,413,2024-01-03
449,55,2023-07-17
450,269,2023-11-01
451,124,2024-01-29
452,318,2025-12-14
453,130,2024-12-26
454,137,2025-03-23
455,41,2025-02-03
456,492,2025-04-11
457,236,2026-03-03
458,125,2024-04-07
459,154,2023-06-15
460,335,2023-03-06
461,48,2025-04-10
462,195,2025-02-11
463,283,2025-09-01
464,29,2023-01-20
465,360,2023-12-17
466,43,2025-10-20
467,433,2025-06-07
468,331,2024-11-09
469,290,2023-07-15
470,459,2025-12-17
471,471,2023-03-29
472,118,2024-03-08
473,462,2026-03-06
474,244,2024-07-09
475,24,2023-06-02
476,351,2024-07-28
477,461,2026-01-17
478,289,2023-03-09
479,92,2024-10-06
480,9,2024-02-29
481,301,2023-10-23
482,386,2025-03-26
483,476,2023-06-07
484,154,2023-11-29
485,289,2024-05-07
486,291,2025-03-07
487,347,2026-01-12
488,170,2025-02-25
489,387,2023-10-14
490,405,2023-06-10
491,257,2024-12-09
492,28,2023-07-20
493,224,2024-04-20
494,430,2023-06-05
495,175,2025-03-23
496,497,2024-10-30
497,16,2024-07-13
498,402,2025-07-11
499,252,2024-04-12
500,183,2026-02-06
501,482,2025-02-07
502,222,2024-01-16
503,349,2026-04-14
504,339,2025-02-17
505,44,2024-08-27
506,409,2024-05-19
507,366,2023-05-31
508,43,2024-07-02
509,79,2025-02-17
510,365,2023-11-12
511,379,2025-03-08
512,163,2025-01-08
513,55,2023-07-07
514,3,2024-09-23
515,228,2025-01-07
516,390,2024-07-06
517,53,2023-09-29
518,45,2024-01-19
519,221,2025-07-08
520,286,2026-02-10
521,263,2025-04-15
522,53,2023-02-23
523,46,2024-12-25
524,284,2023-07-10
525,306,2024-10-26
526,443,2025-02-27
527,7,2024-08-20
528,212,2025-03-05
529,399,2023-06-23
530,372,2026-02-19
531,464,2024-05-12
532,293,2025-12-03
533,87,2025-02-18
534,87,2023-10-12
535,138,2024-09-08
536,138,2025-10-06
537,75,2023-05-10
538,86,2025-06-09
539,142,2025-05-12
540,154,2025-09-18
541,401,2023-06-07
542,185,2024-05-30
543,484,2024-05-20
544,370,2025-10-12
545,305,2024-02-05
546,235,2023-08-08
547,70,2024-09-15
548,4,2025-03-21
549,171,2025-02-17
550,412,2024-11-05
551,226,2024-11-16
552,221,2023-10-06
553,154,2024-10-18
554,309,2024-02-16
555,246,2024-10-05
556,91,2025-03-26
557,496,2024-10-15
558,150,2025-10-02
559,496,2026-03-25
560,401,2024-05-11
561,167,2025-02-09
562,144,2025-03-15
563,187,2023-08-22
564,478,2026-02-28
565,103,2026-01-22
566,93,2026-01-31
567,14,2025-08-03
568,483,2024-03-05
569,225,2024-08-19
570,426,2023-05-22
571,420,2025-04-17
572,345,2025-10-19
573,72,2024-09-12
574,124,2024-06-01
575,338,2023-11-12
576,367,2025-05-16
577,405,2025-02-11
578,38,2025-07-08
579,307,2025-09-08
580,299,2025-03-31
581,274,2025-11-03
582,473,2025-05-06
583,279,2023-03-17
584,405,2025-01-06
585,360,2026-01-04
586,305,2023-06-24
587,56,2024-05-23
588,337,2024-12-28
589,86,2023-04-01
590,289,2025-03-29
591,496,2024-11-10
592,495,2025-05-31
593,55,2023-01-22
594,51,2024-06-13
595,114,2025-11-11
596,383,2025-11-28
597,286,2026-04-03
598,353,2026-03-24
599,114,2025-07-01
600,192,2025-03-12
601,238,2025-10-21
602,78,2024-12-07
603,13,2025-09-15
604,54,2024-08-28
605,213,2023-06-25
606,60,2023-10-18
607,179,2024-09-30
608,176,2025-07-21
609,402,2024-02-28
610,267,2025-09-16
611,179,2025-09-02
612,50,2025-06-16
613,370,2025-07-15
614,164,2023-05-18
615,154,2023-04-02
616,415,2023-08-24
617,12,2024-12-03
618,332,2023-08-12
619,347,2023-12-03
620,477,2024-05-14
621,265,2023-12-24
622,283,2023-11-24
623,170,2026-02-20
624,219,2025-08-04
625,119,2025-04-09
626,323,2024-01-13
627,96,2025-06-04
628,203,2023-03-01
629,378,2024-02-09
630,231,2025-05-29
631,200,2023-01-10
632,361,2024-03-15
633,106,2024-07-24
634,386,2023-05-09
635,296,2023-07-28
636,410,2026-01-04
637,96,2025-01-19
638,167,2024-02-08
639,235,2023-08-22
640,135,2025-09-29
641,271,2024-10-03
642,306,2025-03-06
643,313,2025-03-14
644,301,2023-08-22
645,179,2024-12-21
646,433,2025-07-26
647,317,2023-12-20
648,417,2024-09-01
649,471,2023-06-23
650,345,2023-10-02
651,161,2023-08-30
652,123,2024-09-17
653,60,2024-01-10
654,192,2023-10-17
655,262,2025-03-06
656,215,2023-10-10
657,295,2025-02-24
658,217,2024-01-16
659,250,2026-01-05
660,356,2023-12-21
661,285,2023-12-08
662,251,2024-08-14
663,72,2024-01-19
664,162,2025-07-12
665,318,2023-04-20
666,444,2025-01-05
667,488,2023-01-20
668,249,2023-10-07
669,100,2025-02-25
670,494,2026-02-24
671,259,2025-10-10
672,210,2025-10-04
673,213,2025-06-28
674,251,2023-12-09
675,43,2026-03-03
676,16,2024-03-27
677,150,2023-03-08
678,141,2024-04-05
679,276,2024-08-14
680,87,2025-07-25
681,290,2025-10-11
682,282,2025-11-12
683,58,2026-03-18
684,59,2024-07-02
685,397,2026-01-17
686,422,2025-01-21
687,278,2023-03-27
688,390,2025-06-22
689,280,2024-03-23
690,218,2023-07-29
691,377,2024-05-21
692,153,2023-03-08
693,231,2024-06-22
694,179,2023-06-28
695,225,2023-08-29
696,398,2024-04-30
697,108,2024-12-19
698,441,2025-05-26
699,85,2023-10-13
700,402,2024-02-28
701,417,2024-02-28
702,413,2023-05-02
703,292,2024-12-19
704,273,2024-07-29
705,306,2026-01-08
706,87,2024-10-24
707,361,2024-08-22
708,149,2026-03-18
709,137,2025-11-19
710,461,2023-07-15
711,70,2025-04-22
712,471,2023-05-02
713,142,2023-09-17
714,360,2023-09-29
715,128,2023-10-27
716,365,2024-10-21
717,425,2024-05-21
718,390,2025-03-15
719,251,2023-10-19
720,296,2024-07-04
721,322,2025-04-28
722,193,2025-07-14
723,39,2023-07-10
724,207,2025-11-21
725,384,2024-07-23
726,356,2025-01-25
727,233,2025-09-26
728,168,2026-04-06
729,2,2023-07-10
730,375,2025-07-27
731,326,2025-01-03
732,436,2023-05-10
733,408,2025-12-30
734,204,2024-03-22
735,496,2025-05-29
736,423,2024-03-09
737,254,2024-07-03
738,166,2024-08-03
739,173,2026-01-25
740,296,2023-09-25
741,290,2025-09-20
742,404,2024-12-04
743,458,2023-04-10
744,24,2023-07-23
745,321,2025-07-30
746,9,2023-09-12
747,476,2023-11-20
748,226,2025-07-23
749,1,2025-05-26
750,104,2023-09-28
751,452,2024-09-10
752,82,2024-07-15
753,48,2025-01-08
754,129,2023-06-18
755,191,2023-12-05
756,27,2025-03-22
757,321,2024-09-17
758,372,2024-04-24
759,220,2023-07-06
760,361,2023-07-14
761,1,2024-03-13
762,245,2023-06-09
763,68,2024-04-08
764,266,2025-06-30
765,5,2023-01-17
766,357,2024-12-04
767,419,2023-09-04
768,441,2025-05-14
769,356,2023-09-28
770,245,2023-05-26
771,118,2025-02-23
772,46,2023-07-29
773,53,2024-10-03
774,189,2024-09-04
775,71,2025-02-22
776,397,2023-09-30
777,329,2023-10-20
778,36,2025-12-22
779,289,2023-01-18
780,313,2023-12-03
781,226,2024-12-20
782,370,2024-03-12
783,322,2023-11-07
784,471,2025-04-23
785,316,2025-06-25
786,441,2024-03-20
787,45,2023-07-25
788,72,2023-09-10
789,302,2025-02-25
790,180,2025-05-29
791,162,2023-10-14
792,127,2024-07-21
793,331,2023-06-22
794,128,2026-02-07
795,308,2024-08-06
796,399,2023-02-24
797,435,2024-09-09
798,106,2025-11-26
799,311,2025-11-09
800,97,2025-03-13
801,152,2023-04-22
802,402,2024-05-05
803,254,2025-03-01
804,58,2024-05-08
805,256,2023-05-26
806,271,2023-01-25
807,185,2024-10-10
808,68,2025-03-03
809,441,2026-03-10
810,216,2025-01-18
811,280,2023-12-20
812,391,2025-08-22
813,489,2023-05-30
814,9,2023-05-19
815,8,2024-06-20
816,111,2023-03-23
817,473,2023-05-04
818,486,2025-03-26
819,260,2024-08-09
820,322,2025-10-23
821,393,2025-04-30
822,217,2025-04-03
823,43,2026-01-03
824,276,2023-11-09
825,143,2023-06-21
826,159,2023-06-11
827,262,2024-02-21
828,499,2023-11-15
829,275,2024-10-31
830,201,2023-05-16
831,159,2025-06-14
832,374,2024-05-03
833,30,2024-05-15
834,45,2025-06-08
835,60,2025-07-17
836,314,2023-04-23
837,159,2023-12-26
838,62,2023-01-26
839,363,2023-10-09
840,360,2023-01-24
841,84,2025-10-13
842,488,2024-12-11
843,268,2025-11-25
844,401,2024-06-14
845,86,2025-01-31
846,65,2024-07-04
847,376,2023-08-30
848,395,2023-03-02
849,172,2025-05-29
850,140,2025-12-08
851,33,2024-06-22
852,365,2026-03-26
853,322,2023-06-07
854,255,2025-07-21
855,262,2025-01-07
856,29,2025-10-20
857,440,2026-03-06
858,86,2025-01-23
859,81,2024-06-06
860,396,2023-07-30
861,458,2026-03-21
862,346,2023-08-25
863,117,2025-11-08
864,2,2023-04-01
865,440,2023-01-26
866,126,2023-04-05
867,242,2025-01-15
868,197,2023-11-04
869,92,2023-03-14
870,284,2025-05-08
871,115,2024-10-21
872,128,2025-05-02
873,469,2024-10-17
874,139,2023-06-09
875,293,2025-02-02
876,62,2025-10-25
877,345,2023-04-18
878,92,2024-04-02
879,412,2025-11-22
880,24,2025-04-01
881,36,2025-08-10
882,444,2024-08-01
883,397,2024-09-28
884,168,2023-06-26
885,284,2025-07-24
886,5,2025-01-25
887,103,2024-08-20
888,289,2024-09-14
889,379,2024-05-11
890,238,2025-01-24
891,303,2025-10-07
892,396,2024-02-05
893,376,2026-01-24
894,390,2024-05-17
895,78,2023-01-14
896,478,2025-04-19
897,13,2024-04-22
898,278,2024-12-10
899,326,2023-01-20
900,487,2024-11-17
901,1,2025-02-09
902,435,2024-09-21
903,54,2024-02-25
904,272,2024-05-02
905,215,2025-10-04
906,493,2023-05-03
907,498,2023-10-19
908,365,2024-07-27
909,48,2023-03-31
910,472,2024-04-19
911,460,2025-11-30
912,212,2025-02-01
913,235,2023-06-23
914,298,2023-07-15
915,259,2023-10-01
916,327,2025-03-18
917,39,2026-03-08
918,32,2025-06-09
919,340,2023-09-25
920,122,2024-08-20
921,134,2024-10-07
922,475,2025-03-15
923,359,2024-10-30
924,163,2025-07-16
925,140,2024-04-23
926,39,2024-02-20
927,70,2026-04-12
928,56,2023-11-15
929,55,2023-12-03
930,231,2025-08-12
931,161,2025-04-12
932,62,2026-01-02
933,184,2024-03-01
934,232,2024-09-23
935,238,2024-06-26
936,437,2023-09-03
937,47,2023-11-19
938,414,2024-09-15
939,424,2023-03-24
940,111,2024-11-02
941,76,2023-07-06
942,365,2024-05-23
943,496,2024-12-29
944,203,2025-11-17
945,26,2024-09-04
946,134,2023-12-23
947,16,2025-04-08
948,438,2025-07-15
949,285,2026-01-31
950,128,2023-07-13
951,237,2023-07-28
952,412,2023-10-14
953,63,2023-01-25
954,32,2024-03-31
955,67,2024-02-10
956,422,2025-03-31
957,191,2023-06-22
958,299,2026-04-15
959,133,2023-06-03
960,12,2023-05-13
961,102,2025-06-27
962,415,2023-09-21
963,48,2024-11-10
964,63,2023-03-29
965,483,2025-08-02
966,26,2023-12-11
967,474,2026-03-21
968,222,2025-03-19
969,255,2023-03-02
970,196,2025-05-23
971,89,2024-12-25
972,110,2024-01-19
973,141,2024-07-27
974,229,2023-11-01
975,18,2024-05-18
976,332,2024-08-27
977,256,2025-04-23
978,452,2026-02-01
979,246,2023-05-05
980,45,2024-07-26
981,197,2023-10-09
982,215,2024-02-13
983,330,2025-12-12
984,128,2026-01-18
985,407,2023-02-09
986,196,2025-01-05
987,246,2026-01-20
988,401,2025-09-19
989,177,2026-03-04
990,258,2024-10-20
991,199,2024-07-07
992,93,2023-02-23
993,164,2024-03-24
994,16,2024-07-29
995,30,2025-08-24
996,272,2025-01-02
997,393,2026-04-11
998,120,2023-11-23
999,52,2024-05-22
1000,337,2024-05-08
1001,137,2025-12-28
1002,418,2023-04-25
1003,392,2024-03-25
1004,295,2025-03-06
1005,182,2023-12-22
1006,91,2024-04-29
1007,304,2024-10-13
1008,413,2025-01-04
1009,468,2023-02-27
1010,361,2024-12-21
1011,486,2026-03-08
1012,289,2023-10-19
1013,289,2024-01-21
1014,429,2025-10-05
1015,278,2024-09-24
1016,90,2025-10-01
1017,20,2023-07-04
1018,29,2024-04-21
1019,309,2024-03-24
1020,11,2025-12-14
1021,245,2023-01-02
1022,170,2024-02-17
1023,413,2023-09-25
1024,175,2023-12-30
1025,471,2024-10-24
1026,31,2023-02-14
1027,76,2023-10-18
1028,397,2023-08-16
1029,434,2025-12-13
1030,441,2025-01-17
1031,492,2023-05-29
1032,192,2025-03-21
1033,301,2023-07-26
1034,173,2024-09-10
1035,166,2023-10-07
1036,500,2023-11-19
1037,375,2025-06-13
1038,406,2025-09-24
1039,333,2024-10-11
1040,90,2026-02-24
1041,356,2024-12-31
1042,115,2023-12-26
1043,194,2024-09-20
1044,376,2024-08-26
1045,66,2023-12-30
1046,374,2023-01-04
1047,486,2026-03-19
1048,201,2026-03-08
1049,17,2024-01-08
1050,309,2024-10-13
1051,472,2024-03-28
1052,328,2026-03-04
1053,54,2025-10-13
1054,73,2024-11-09
1055,382,2023-06-09
1056,122,2024-12-11
1057,164,2023-12-10
1058,326,2023-07-01
1059,421,2024-11-18
1060,229,2023-01-24
1061,136,2024-03-05
1062,128,2023-05-19
1063,180,2024-06-09
1064,403,2023-08-10
1065,369,2023-01-03
1066,25,2025-03-01
1067,225,2025-05-09
1068,497,2023-12-07
1069,453,2025-04-27
1070,253,2025-02-14
1071,180,2026-01-23
1072,193,2023-07-27
1073,425,2025-09-08
1074,404,2026-03-29
1075,334,2024-04-06
1076,84,2025-07-13
1077,38,2023-03-10
1078,151,2023-02-11
1079,164,2024-06-18
1080,488,2023-08-03
1081,38,2024-12-01
1082,88,2025-02-07
1083,83,2023-06-03
1084,281,2023-07-10
1085,174,2025-09-15
1086,361,2023-03-05
1087,221,2023-12-04
1088,311,2025-06-08
1089,81,2023-04-20
1090,52,2024-11-09
1091,106,2024-01-25
1092,210,2026-02-08
1093,370,2026-01-11
1094,136,2024-07-30
1095,153,2024-05-01
1096,50,2023-04-12
1097,202,2026-03-16
1098,282,2025-10-02
1099,79,2023-04-22
1100,185,2023-01-08
1101,219,2023-06-29
1102,151,2025-09-10
1103,103,2023-07-18
1104,14,2024-02-28
1105,88,2024-08-20
1106,42,2025-08-27
1107,433,2023-08-25
1108,158,2025-03-25
1109,242,2025-09-28
1110,459,2024-06-26
1111,47,2026-01-19
1112,199,2024-01-14
1113,190,2025-02-20
1114,190,2024-01-18
1115,229,2023-04-02
1116,135,2025-06-19
1117,239,2024-06-23
1118,116,2024-07-04
1119,289,2023-05-07
1120,78,2023-07-18
1121,44,2024-12-05
1122,414,2026-01-13
1123,212,2024-04-10
1124,284,2023-05-05
1125,431,2025-03-03
1126,420,2025-12-06
1127,215,2026-01-01
1128,352,2025-08-30
1129,294,2024-04-27
1130,244,2024-09-04
1131,41,2025-03-19
1132,463,2023-03-13
1133,258,2026-03-15
1134,462,2025-11-24
1135,410,2026-03-16
1136,347,2023-10-29
1137,62,2025-07-08
1138,89,2023-12-09
1139,498,2024-03-09
1140,414,2024-01-30
1141,65,2023-03-29
1142,217,2023-06-10
1143,350,2025-06-10
1144,104,2023-10-30
1145,428,2024-06-12
1146,164,2023-05-18
1147,45,2025-03-05
1148,285,2025-03-24
1149,283,2024-10-29
1150,439,2024-07-19
1151,267,2025-07-27
1152,470,2023-01-26
1153,403,2025-12-06
1154,401,2025-05-09
1155,58,2025-04-28
1156,77,2023-10-31
1157,291,2026-04-08
1158,389,2023-07-25
1159,474,2023-08-05
1160,289,2023-07-26
1161,403,2024-08-08
1162,445,2026-01-01
1163,451,2024-12-05
1164,450,2025-04-21
1165,136,2025-02-23
1166,336,2025-09-21
1167,293,2025-08-26
1168,20,2023-12-19
1169,142,2025-04-05
1170,74,2025-04-02
1171,20,2025-03-21
1172,456,2024-11-09
1173,354,2024-05-01
1174,26,2025-08-31
1175,472,2024-07-04
1176,460,2025-02-01
1177,11,2024-11-22
1178,419,2024-09-12
1179,160,2024-07-28
1180,432,2025-10-03
1181,440,2023-07-21
1182,498,2024-04-11
1183,69,2024-09-07
1184,499,2025-06-26
1185,397,2024-10-19
1186,138,2025-05-03
1187,310,2023-07-02
1188,97,2025-06-23
1189,109,2025-04-13
1190,380,2025-09-19
1191,389,2025-11-23
1192,445,2025-02-04
1193,421,2023-04-26
1194,264,2023-11-22
1195,34,2024-09-29
1196,364,2025-11-03
1197,207,2023-10-05
1198,400,2025-12-09
1199,451,2026-03-10
1200,15,2023-12-22
1201,99,2024-02-16
1202,429,2023-04-29
1203,128,2023-03-09
1204,234,2023-04-14
1205,471,2025-01-08
1206,361,2024-02-12
1207,141,2025-01-24
1208,422,2025-08-08
1209,259,2025-03-23
1210,326,2023-09-11
1211,349,2023-03-04
1212,124,2025-02-01
1213,251,2025-07-02
1214,91,2025-08-29
1215,301,2026-02-03
1216,180,2024-12-06
1217,84,2024-06-13
1218,384,2023-07-05
1219,146,2023-02-26
1220,198,2023-04-12
1221,84,2026-03-17
1222,400,2024-03-14
1223,439,2024-03-29
1224,332,2024-04-06
1225,347,2024-02-28
1226,138,2025-04-18
1227,263,2023-02-11
1228,443,2023-01-19
1229,243,2023-09-28
1230,332,2023-12-21
1231,308,2023-01-18
1232,115,2024-05-31
1233,312,2024-09-17
1234,365,2024-07-17
1235,217,2025-02-10
1236,437,2024-12-15
1237,236,2024-05-31
1238,112,2025-08-13
1239,155,2025-12-02
1240,423,2025-03-24
1241,300,2023-07-29
1242,4,2025-11-13
1243,340,2025-02-05
1244,288,2024-08-01
1245,153,2023-08-10
1246,247,2023-05-11
1247,173,2024-07-20
